timestamp,sample_num,rail1_vout_raw_hex,rail1_vout_raw_dec,rail1_vout_exponent,rail1_vout_v,rail1_iout_raw_hex,rail1_iout_raw_dec,rail1_iout_exponent,rail1_iout_mantissa,rail1_iout_a,rail2_vout_raw_hex,rail2_vout_raw_dec,rail2_vout_exponent,rail2_vout_v,rail2_iout_raw_hex,rail2_iout_raw_dec,rail2_iout_exponent,rail2_iout_mantissa,rail2_iout_a,rail1_status,rail2_status
0.000,1,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
0.100,2,0x02FA,762,-10,0.744141,0xEA7B,60027,-3,635,79.375,0x0300,768,-10,0.750000,0xDA38,55864,-5,568,17.750,0x9003,0x9003
0.201,3,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
0.301,4,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
0.401,5,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
0.501,6,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
0.601,7,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
0.701,8,0x02FA,762,-10,0.744141,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
0.801,9,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
0.901,10,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
1.002,11,0x02F9,761,-10,0.743164,0xEA70,60016,-3,624,78.000,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
1.102,12,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA3A,55866,-5,570,17.812,0x9003,0x9003
1.202,13,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0301,769,-10,0.750977,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
1.302,14,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
1.403,15,0x02FA,762,-10,0.744141,0xEA7B,60027,-3,635,79.375,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
1.504,16,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
1.604,17,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x0301,769,-10,0.750977,0xDA42,55874,-5,578,18.062,0x9003,0x9003
1.704,18,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
1.804,19,0x02F9,761,-10,0.743164,0xEA7A,60026,-3,634,79.250,0x0300,768,-10,0.750000,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
1.904,20,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
2.004,21,0x02F9,761,-10,0.743164,0xEA6C,60012,-3,620,77.500,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
2.104,22,0x02F8,760,-10,0.742188,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
2.204,23,0x02F8,760,-10,0.742188,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
2.305,24,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
2.406,25,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA52,55890,-5,594,18.562,0x9003,0x9003
2.506,26,0x02FA,762,-10,0.744141,0xEA71,60017,-3,625,78.125,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
2.606,27,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
2.706,28,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
2.806,29,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
2.906,30,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
3.006,31,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
3.106,32,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA36,55862,-5,566,17.688,0x9003,0x9003
3.207,33,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
3.307,34,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
3.407,35,0x02F9,761,-10,0.743164,0xEA7A,60026,-3,634,79.250,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
3.508,36,0x02FA,762,-10,0.744141,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
3.609,37,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x02FD,765,-10,0.747070,0xDA46,55878,-5,582,18.188,0x9003,0x9003
3.709,38,0x02FC,764,-10,0.746094,0xEA7A,60026,-3,634,79.250,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
3.809,39,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA3A,55866,-5,570,17.812,0x9003,0x9003
3.909,40,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
4.009,41,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
4.109,42,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
4.210,43,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
4.311,44,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
4.411,45,0x02F8,760,-10,0.742188,0xEA7A,60026,-3,634,79.250,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
4.511,46,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
4.611,47,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
4.711,48,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
4.811,49,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x0301,769,-10,0.750977,0xDA44,55876,-5,580,18.125,0x9003,0x9003
4.911,50,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
5.012,51,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
5.112,52,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
5.212,53,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
5.313,54,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
5.413,55,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA38,55864,-5,568,17.750,0x9003,0x9003
5.514,56,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
5.614,57,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
5.714,58,0x02FA,762,-10,0.744141,0xEA7B,60027,-3,635,79.375,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
5.814,59,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
5.914,60,0x02FA,762,-10,0.744141,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
6.014,61,0x02F8,760,-10,0.742188,0xEA73,60019,-3,627,78.375,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
6.114,62,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
6.214,63,0x02FA,762,-10,0.744141,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
6.315,64,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
6.415,65,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
6.515,66,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
6.615,67,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
6.715,68,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x0301,769,-10,0.750977,0xDA40,55872,-5,576,18.000,0x9003,0x9003
6.815,69,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
6.915,70,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
7.016,71,0x02F9,761,-10,0.743164,0xEA71,60017,-3,625,78.125,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
7.116,72,0x02FA,762,-10,0.744141,0xEA72,60018,-3,626,78.250,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
7.217,73,0x02FA,762,-10,0.744141,0xEA7A,60026,-3,634,79.250,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
7.317,74,0x02FA,762,-10,0.744141,0xEA72,60018,-3,626,78.250,0x02FE,766,-10,0.748047,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
7.417,75,0x02FA,762,-10,0.744141,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
7.517,76,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
7.617,77,0x02FA,762,-10,0.744141,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
7.718,78,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
7.818,79,0x02FA,762,-10,0.744141,0xEA74,60020,-3,628,78.500,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
7.918,80,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
8.018,81,0x02FA,762,-10,0.744141,0xEA79,60025,-3,633,79.125,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
8.118,82,0x02FA,762,-10,0.744141,0xEA7B,60027,-3,635,79.375,0x02FE,766,-10,0.748047,0xDA34,55860,-5,564,17.625,0x9003,0x9003
8.218,83,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
8.319,84,0x02FA,762,-10,0.744141,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
8.419,85,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
8.519,86,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
8.619,87,0x02FA,762,-10,0.744141,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
8.719,88,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
8.819,89,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x02FE,766,-10,0.748047,0xDA4E,55886,-5,590,18.438,0x9003,0x9003
8.919,90,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
9.020,91,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
9.120,92,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
9.220,93,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
9.320,94,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
9.420,95,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
9.520,96,0x02FA,762,-10,0.744141,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
9.620,97,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA4E,55886,-5,590,18.438,0x9003,0x9003
9.720,98,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0301,769,-10,0.750977,0xDA40,55872,-5,576,18.000,0x9003,0x9003
9.821,99,0x02F8,760,-10,0.742188,0xEA74,60020,-3,628,78.500,0x0301,769,-10,0.750977,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
9.921,100,0x02FA,762,-10,0.744141,0xEA73,60019,-3,627,78.375,0x0301,769,-10,0.750977,0xDA44,55876,-5,580,18.125,0x9003,0x9003
10.021,101,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA3A,55866,-5,570,17.812,0x9003,0x9003
10.121,102,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
10.221,103,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
10.321,104,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA3A,55866,-5,570,17.812,0x9003,0x9003
10.421,105,0x02F9,761,-10,0.743164,0xEA7C,60028,-3,636,79.500,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
10.521,106,0x02FA,762,-10,0.744141,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
10.622,107,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
10.722,108,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
10.823,109,0x02FA,762,-10,0.744141,0xEA7C,60028,-3,636,79.500,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
10.923,110,0x02FA,762,-10,0.744141,0xEA7B,60027,-3,635,79.375,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
11.023,111,0x02FA,762,-10,0.744141,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
11.123,112,0x02F9,761,-10,0.743164,0xEA7B,60027,-3,635,79.375,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
11.223,113,0x02FA,762,-10,0.744141,0xEA73,60019,-3,627,78.375,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
11.323,114,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA4C,55884,-5,588,18.375,0x9003,0x9003
11.423,115,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA40,55872,-5,576,18.000,0x9003,0x9003
11.524,116,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
11.624,117,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
11.724,118,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
11.824,119,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
11.924,120,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x0301,769,-10,0.750977,0xDA40,55872,-5,576,18.000,0x9003,0x9003
